Numero	url	cat1	cat2	cat3	cat4	cat5	cat6
1377	https://www.amazon.com/s?bbn=7735167011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735167011%2Cn%3A8407639011&dc&qid=1689405842&rnid=7735167011&ref=lp_7735167011_nr_n_23	Foreign Language Kindle	Chinese (Simplified)	Romance			
1378	https://www.amazon.com/s?bbn=7735167011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735167011%2Cn%3A8407640011&dc&qid=1689405842&rnid=7735167011&ref=lp_7735167011_nr_n_24	Foreign Language Kindle	Chinese (Simplified)	Sciences & Technology			
1379	https://www.amazon.com/s?bbn=7735167011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735167011%2Cn%3A8407641011&dc&qid=1689405842&rnid=7735167011&ref=lp_7735167011_nr_n_25	Foreign Language Kindle	Chinese (Simplified)	Society & Social Sciences			
1380	https://www.amazon.com/s?bbn=7735167011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735167011%2Cn%3A8407642011&dc&qid=1689405842&rnid=7735167011&ref=lp_7735167011_nr_n_26	Foreign Language Kindle	Chinese (Simplified)	Sports			
1381	https://www.amazon.com/s?bbn=7735167011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735167011%2Cn%3A8407643011&dc&qid=1689405842&rnid=7735167011&ref=lp_7735167011_nr_n_27	Foreign Language Kindle	Chinese (Simplified)	Study Aids & Revision Guides			
1382	https://www.amazon.com/s?bbn=7735167011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735167011%2Cn%3A8407644011&dc&qid=1689405842&rnid=7735167011&ref=lp_7735167011_nr_n_28	Foreign Language Kindle	Chinese (Simplified)	Travel			
1383	https://www.amazon.com/s?bbn=7735160011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A18327575011&dc&qid=1689405839&rnid=7735160011&ref=lp_7735160011_nr_n_2	Foreign Language Kindle	Chinese (Traditional)				
1384	https://www.amazon.com/s?bbn=7735160011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735163011&dc&qid=1689405839&rnid=7735160011&ref=lp_7735160011_nr_n_3	Foreign Language Kindle	French				
1385	https://www.amazon.com/s?bbn=7735160011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735162011&dc&qid=1689405839&rnid=7735160011&ref=lp_7735160011_nr_n_4	Foreign Language Kindle	German				
1386	https://www.amazon.com/s?bbn=7735160011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735164011&dc&qid=1689405839&rnid=7735160011&ref=lp_7735160011_nr_n_5	Foreign Language Kindle	Italian				
1387	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407524011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_0	Foreign Language Kindle	Japanese	Action & Adventure			
1388	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407525011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_1	Foreign Language Kindle	Japanese	Arts, Film & Photography			
1389	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407526011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_2	Foreign Language Kindle	Japanese	Biographies, Diaries & True Accounts			
1390	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407527011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_3	Foreign Language Kindle	Japanese	Business & Economics			
1391	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407528011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_4	Foreign Language Kindle	Japanese	Children's eBooks			
1392	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407530011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_5	Foreign Language Kindle	Japanese	Comics & Manga			
1393	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407531011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_6	Foreign Language Kindle	Japanese	Computing, Internet & Digital Media			
1394	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407532011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_7	Foreign Language Kindle	Japanese	Crafts, Home & Lifestyle			
1395	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407533011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_8	Foreign Language Kindle	Japanese	Crime, Thriller & Mystery			
1396	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407535011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_9	Foreign Language Kindle	Japanese	Fantasy, Horror & Science Fiction			
1397	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407537011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_10	Foreign Language Kindle	Japanese	Health & Family			
1398	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407538011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_11	Foreign Language Kindle	Japanese	Historical Fiction			
1399	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407539011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_12	Foreign Language Kindle	Japanese	History			
1400	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407540011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_13	Foreign Language Kindle	Japanese	Humor			
1401	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407541011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_14	Foreign Language Kindle	Japanese	Language, Linguistics & Writing			
1402	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407542011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_15	Foreign Language Kindle	Japanese	Law			
1403	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407543011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_16	Foreign Language Kindle	Japanese	Literature & Fiction			
1404	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407544011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_17	Foreign Language Kindle	Japanese	Medicine			
1405	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407545011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_18	Foreign Language Kindle	Japanese	Personal Development & Self-Help			
1406	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407546011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_19	Foreign Language Kindle	Japanese	Politics			
1407	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407547011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_20	Foreign Language Kindle	Japanese	Reference			
1408	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407548011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_21	Foreign Language Kindle	Japanese	Religion			
1409	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407549011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_22	Foreign Language Kindle	Japanese	Romance			
1410	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407550011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_23	Foreign Language Kindle	Japanese	Sciences & Technology			
1411	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407551011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_24	Foreign Language Kindle	Japanese	Society & Social Sciences			
1412	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407552011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_25	Foreign Language Kindle	Japanese	Sports			
1413	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407553011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_26	Foreign Language Kindle	Japanese	Study Aids & Revision Guides			
1414	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407529011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_27	Foreign Language Kindle	Japanese	Teen & Young Adult			
1415	https://www.amazon.com/s?bbn=7735165011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735165011%2Cn%3A8407554011&dc&qid=1689405874&rnid=7735165011&ref=lp_7735165011_nr_n_28	Foreign Language Kindle	Japanese	Travel			
1416	https://www.amazon.com/s?bbn=7735160011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7738934011&dc&qid=1689405839&rnid=7735160011&ref=lp_7735160011_nr_n_7	Foreign Language Kindle	Other Languages				
1417	https://www.amazon.com/s?bbn=7735160011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735166011&dc&qid=1689405839&rnid=7735160011&ref=lp_7735160011_nr_n_8	Foreign Language Kindle	Portuguese				
1418	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938681011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_0	Foreign Language Kindle	Russian	Action & Adventure			
1419	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938682011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_1	Foreign Language Kindle	Russian	Arts, Film & Photography			
1420	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938683011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_2	Foreign Language Kindle	Russian	Biographies, Diaries & True Accounts			
1421	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938684011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_3	Foreign Language Kindle	Russian	Business & Economics			
1422	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938685011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_4	Foreign Language Kindle	Russian	Children's eBooks			
1423	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938686011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_5	Foreign Language Kindle	Russian	Comics & Manga			
1424	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938687011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_6	Foreign Language Kindle	Russian	Computing, Internet & Digital Media			
1425	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938688011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_7	Foreign Language Kindle	Russian	Crafts, Home & Lifestyle			
1426	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938689011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_8	Foreign Language Kindle	Russian	Crime, Thriller & Mystery			
1427	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938690011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_9	Foreign Language Kindle	Russian	Erotica			
1428	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938691011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_10	Foreign Language Kindle	Russian	Fantasy, Horror & Science Fiction			
1429	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938693011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_11	Foreign Language Kindle	Russian	Health & Family			
1430	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938694011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_12	Foreign Language Kindle	Russian	Historical Fiction			
1431	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938695011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_13	Foreign Language Kindle	Russian	History			
1432	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938696011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_14	Foreign Language Kindle	Russian	Humor			
1433	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938697011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_15	Foreign Language Kindle	Russian	Language, Linguistics & Writing			
1434	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938698011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_16	Foreign Language Kindle	Russian	Law			
1435	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938699011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_17	Foreign Language Kindle	Russian	Literature & Fiction			
1436	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938700011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_18	Foreign Language Kindle	Russian	Medicine			
1437	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938701011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_19	Foreign Language Kindle	Russian	Personal Development & Self-Help			
1438	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938702011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_20	Foreign Language Kindle	Russian	Politics			
1439	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938703011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_21	Foreign Language Kindle	Russian	Reference			
1440	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938704011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_22	Foreign Language Kindle	Russian	Religion			
1441	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938705011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_23	Foreign Language Kindle	Russian	Romance			
1442	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938706011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_24	Foreign Language Kindle	Russian	Sciences & Technology			
1443	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938707011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_25	Foreign Language Kindle	Russian	Society & Social Sciences			
1444	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938708011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_26	Foreign Language Kindle	Russian	Sports			
1445	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938709011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_27	Foreign Language Kindle	Russian	Study Aids & Revision Guides			
1446	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938710011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_28	Foreign Language Kindle	Russian	Teen & Young Adult			
1447	https://www.amazon.com/s?bbn=7735169011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735169011%2Cn%3A9938711011&dc&qid=1689405885&rnid=7735169011&ref=lp_7735169011_nr_n_29	Foreign Language Kindle	Russian	Travel			
1448	https://www.amazon.com/s?bbn=7735160011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A7735160011%2Cn%3A7735161011&dc&qid=1689405839&rnid=7735160011&ref=lp_7735160011_nr_n_10	Foreign Language Kindle	Spanish				
1449	https://www.amazon.com/s?bbn=156548011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156548011%2Cn%3A156549011&dc&qid=1690007550&rnid=156548011&ref=lp_156548011_nr_n_0	Health, Fitness & Dieting	Addiction & Recovery	Adult Children of Alcoholics			
1450	https://www.amazon.com/s?bbn=156548011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156548011%2Cn%3A156550011&dc&qid=1690007550&rnid=156548011&ref=lp_156548011_nr_n_1	Health, Fitness & Dieting	Addiction & Recovery	Alcoholism			
1451	https://www.amazon.com/s?bbn=156548011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156548011%2Cn%3A156551011&dc&qid=1690007550&rnid=156548011&ref=lp_156548011_nr_n_2	Health, Fitness & Dieting	Addiction & Recovery	Drug Dependency			
1452	https://www.amazon.com/s?bbn=156548011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156548011%2Cn%3A11717487011&dc&qid=1690007550&rnid=156548011&ref=lp_156548011_nr_n_3	Health, Fitness & Dieting	Addiction & Recovery	Gambling			
1453	https://www.amazon.com/s?bbn=156548011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156548011%2Cn%3A11717488011&dc&qid=1690007550&rnid=156548011&ref=lp_156548011_nr_n_4	Health, Fitness & Dieting	Addiction & Recovery	Hoarding			
1454	https://www.amazon.com/s?bbn=156548011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156548011%2Cn%3A11717489011&dc&qid=1690007550&rnid=156548011&ref=lp_156548011_nr_n_5	Health, Fitness & Dieting	Addiction & Recovery	Obsessive Compulsive Disorder (OCD)			
1455	https://www.amazon.com/s?bbn=156548011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156548011%2Cn%3A11717490011&dc&qid=1690007550&rnid=156548011&ref=lp_156548011_nr_n_6	Health, Fitness & Dieting	Addiction & Recovery	Sexual Addiction			
1456	https://www.amazon.com/s?bbn=156548011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156548011%2Cn%3A11717491011&dc&qid=1690007550&rnid=156548011&ref=lp_156548011_nr_n_7	Health, Fitness & Dieting	Addiction & Recovery	Tobacco			
1457	https://www.amazon.com/s?bbn=156548011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156548011%2Cn%3A156554011&dc&qid=1690007550&rnid=156548011&ref=lp_156548011_nr_n_8	Health, Fitness & Dieting	Addiction & Recovery	Twelve-Step Programs			
1458	https://www.amazon.com/s?bbn=156431011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156431011%2Cn%3A156432011&dc&qid=1690007577&rnid=156431011&ref=lp_156431011_nr_n_0	Health, Fitness & Dieting	Alternative Medicine	Acupuncture & Acupressure			
1459	https://www.amazon.com/s?bbn=156431011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156431011%2Cn%3A11717358011&dc&qid=1690007577&rnid=156431011&ref=lp_156431011_nr_n_1	Health, Fitness & Dieting	Alternative Medicine	Alternative Therapies			
1460	https://www.amazon.com/s?bbn=156431011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156431011%2Cn%3A156433011&dc&qid=1690007577&rnid=156431011&ref=lp_156431011_nr_n_2	Health, Fitness & Dieting	Alternative Medicine	Aromatherapy			
1461	https://www.amazon.com/s?bbn=156431011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156431011%2Cn%3A11717359011&dc&qid=1690007577&rnid=156431011&ref=lp_156431011_nr_n_3	Health, Fitness & Dieting	Alternative Medicine	Energy Healing			
1462	https://www.amazon.com/s?bbn=156431011&rh=n%3A133140011%2Cn%3A154606011%2Cn%3A156430011%2Cn%3A156431011%2Cn%3A156435011&dc&qid=1690007577&rnid=156431011&ref=lp_156431011_nr_n_4	Health, Fitness & Dieting	Alternative Medicine	Healing			
